"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:018fn6uKDI7BP50qewlHy3","Qingyun Peak Sunrise ~ Genshin Impact Lofi","spotify:artist:0Q1C4Et0Ulp6ZlyS0q9EAT","SuperDope","spotify:album:2RGTBnebuppvKWS9lXb7X4","Qingyun Peak Sunrise ~ Genshin Impact Lofi","spotify:artist:0Q1C4Et0Ulp6ZlyS0q9EAT","SuperDope","2020-12-02","https://i.scdn.co/image/ab67616d0000b273690da97bb7ab1a345b552ce0","1","1","168082","https://p.scdn.co/mp3-preview/0763ff190b4aba1682a40d47086b38fe2e9f80b6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","30","QZNWW2004222","spotify:user:75xsdomm11brssg1t7p7zcehw","2023-04-15T15:52:02Z"
"spotify:track:5IPpsjsivn5HPrMnX2CE0M","For Riddles, for Wonders","spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","HOYO-MiX","spotify:album:2P7SmTlPHLZxnvQZOMIGyr","Genshin Impact - Forest of Jnana and Vidya (Original Game Soundtrack)","spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","HOYO-MiX","2022-10-20","https://i.scdn.co/image/ab67616d0000b273e59900ac1e393fd453e12bae","1","4","134426","https://p.scdn.co/mp3-preview/4fe33499b178ebd547882597910626235ab32aa9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","43","FRX872292775","spotify:user:75xsdomm11brssg1t7p7zcehw","2023-04-15T15:48:08Z"
"spotify:track:5zWeXNPmxXMZzy0QYeM3rd","Dance of Aphros","spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","HOYO-MiX","spotify:album:1allU3bi1l9t6yUBfjQt3S","Genshin Impact - The Stellar Moments Vol. 2 (Original Game Soundtrack)","spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","HOYO-MiX","2022-01-26","https://i.scdn.co/image/ab67616d0000b273a7dbcbf5013c0de853148e01","1","7","109499","https://p.scdn.co/mp3-preview/dbf2789035bedeadabcc5a772de08560f99b138d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","42","FR10S2242864","spotify:user:75xsdomm11brssg1t7p7zcehw","2023-04-15T15:46:20Z"
"spotify:track:32CF5g2C8VasOyJwn66a9D","Mondstadt Starlit","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","spotify:album:4B5efqHkeq0UaDGx8nYOuf","Genshin Impact - City of Winds and Idylls (Original Game Soundtrack)","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","2020-09-28","https://i.scdn.co/image/ab67616d0000b273fd948e98a2fba6e8b22cb873","1","6","60710","https://p.scdn.co/mp3-preview/ecb5cb81e0108c4c02e77dfba9fdd882acaa800a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","FRS182046441","spotify:user:75xsdomm11brssg1t7p7zcehw","2023-04-15T15:45:18Z"
"spotify:track:4GuANuPDRPS5P7mmcbkmeM","Illuminated Coral Palace","spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","HOYO-MiX","spotify:album:2rdPLD1XUQ6iN1KeQ0wrzu","Genshin Impact - Islands of the Lost and Forgotten (Original Game Soundtrack)","spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","HOYO-MiX","2022-04-13","https://i.scdn.co/image/ab67616d0000b273a4b070883f931f6ef09d8ea6","1","2","83566","https://p.scdn.co/mp3-preview/e79325511c87230778c324bf9802581bdbd63213?cid=9950ac751e34487dbbe027c4fd7f8e99","false","43","FR59R2270546","spotify:user:75xsdomm11brssg1t7p7zcehw","2023-04-15T15:39:49Z"
"spotify:track:1Zcg5aQbHKOToC3zluOMrL","Duel in the Mist","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","spotify:album:2S4UIiVgsFwV2e1vElIMjq","Genshin Impact - Realm of Tranquil Eternity (Original Game Soundtrack)","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","2021-09-22","https://i.scdn.co/image/ab67616d0000b27359fff708b5e52974a8017d1d","3","1","248040","https://p.scdn.co/mp3-preview/f931dcf1527f587f15ae7afc5a2922aa81fa6419?cid=9950ac751e34487dbbe027c4fd7f8e99","false","40","FRX452199128","spotify:user:75xsdomm11brssg1t7p7zcehw","2023-04-13T03:49:33Z"
"spotify:track:1iJL4eeKUbRuQDGO7hVRCI","The Fading Stories (Qingce Night)","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","spotify:album:22jmHd52fUk6hDe8S3Et0T","Genshin Impact - Jade Moon Upon a Sea of Clouds (Original Game Soundtrack)","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","2020-11-06","https://i.scdn.co/image/ab67616d0000b273ae37e6f73804085bf53b23c7","2","2","129095","https://p.scdn.co/mp3-preview/a588d3d1a68d27f18d6b2ab2390a9cd72bfd5624?cid=9950ac751e34487dbbe027c4fd7f8e99","false","44","FR26V2016997","spotify:user:75xsdomm11brssg1t7p7zcehw","2023-04-12T04:36:25Z"
"spotify:track:5pOJlpKwXNNKXp7lpFddy9","Pure Sky","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","spotify:album:4jodtP1gXnHd8aU4hQiXHL","Genshin Impact - The Wind and the Star Traveler (Original Game Soundtrack)","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","2020-06-19","https://i.scdn.co/image/ab67616d0000b2730cb441fe223f29c1ae19df7d","1","9","65632","https://p.scdn.co/mp3-preview/487dbdcd976f603ddad8649bc9d0434738105fbf?cid=9950ac751e34487dbbe027c4fd7f8e99","false","45","FRX202008984","spotify:user:75xsdomm11brssg1t7p7zcehw","2023-04-12T04:35:37Z"
"spotify:track:6YRo85ddnfPtHAqLuaBsdv","Moonlike Smile","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg, spotify:artist:5gg5XQREXbryWpPF2pZWto","Yu-Peng Chen, HOYO-MiX, Zach Huang","spotify:album:4sZmCbnqGhDr9oOl2h0J8T","Genshin Impact - Vortex of Legends (Original Game Soundtrack)","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","2021-04-02","https://i.scdn.co/image/ab67616d0000b273141d9edc1508d9ef951990a6","1","17","77958","https://p.scdn.co/mp3-preview/7dad6e1994890a44dfdab06fbecb1c89b9187667?cid=9950ac751e34487dbbe027c4fd7f8e99","false","50","FR59R2106138","spotify:user:75xsdomm11brssg1t7p7zcehw","2023-04-12T04:32:38Z"
"spotify:track:2XLG1ZwKkG9UUfDMjuwAeH","Vague Whispers","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","spotify:album:22jmHd52fUk6hDe8S3Et0T","Genshin Impact - Jade Moon Upon a Sea of Clouds (Original Game Soundtrack)","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","2020-11-06","https://i.scdn.co/image/ab67616d0000b273ae37e6f73804085bf53b23c7","1","22","64750","https://p.scdn.co/mp3-preview/62636fae9f6ceb052fc0706786eb49b6be6a2134?cid=9950ac751e34487dbbe027c4fd7f8e99","false","43","FR26V2016984","spotify:user:75xsdomm11brssg1t7p7zcehw","2023-04-12T04:30:12Z"
"spotify:track:3U0xiiLczgeKY2MG53BmOp","Vanarana","spotify:artist:2dbjQX4XbIMrb5kayolqSZ","Chewie Melodies","spotify:album:23D2MfbLHHQLngE6lFkOWE","Sumeru Piano Cover Collection","spotify:artist:2dbjQX4XbIMrb5kayolqSZ","Chewie Melodies","2022-08-29","https://i.scdn.co/image/ab67616d0000b273be567f0ea3a0fbf567621eb7","1","22","96651","https://p.scdn.co/mp3-preview/3e41888d4cbac9cc45fb8776b6e10a0db34f77ff?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GX89G2216236","spotify:user:75xsdomm11brssg1t7p7zcehw","2023-04-12T04:17:46Z"
"spotify:track:04okHA12scZChRv8RXrMCA","Melody of Hidden Seeds","spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","HOYO-MiX","spotify:album:2P7SmTlPHLZxnvQZOMIGyr","Genshin Impact - Forest of Jnana and Vidya (Original Game Soundtrack)","spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","HOYO-MiX","2022-10-20","https://i.scdn.co/image/ab67616d0000b273e59900ac1e393fd453e12bae","2","35","109706","https://p.scdn.co/mp3-preview/7056176d0290fbb1a1035c4cbb31195be648b0ca?cid=9950ac751e34487dbbe027c4fd7f8e99","false","25","FRX872292840","spotify:user:75xsdomm11brssg1t7p7zcehw","2023-04-11T09:46:41Z"
"spotify:track:7zcmY86LJ8OX4T6ehMX51z","Inazuma","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","spotify:album:2S4UIiVgsFwV2e1vElIMjq","Genshin Impact - Realm of Tranquil Eternity (Original Game Soundtrack)","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","2021-09-22","https://i.scdn.co/image/ab67616d0000b27359fff708b5e52974a8017d1d","1","1","329773","https://p.scdn.co/mp3-preview/6681fda7fdb52dd9f3c77752627c01c21bf274df?cid=9950ac751e34487dbbe027c4fd7f8e99","false","45","FRX452199063","spotify:user:75xsdomm11brssg1t7p7zcehw","2023-04-06T03:23:52Z"
"spotify:track:5NqeB3uBeUAXN0mrMhIGsA","Sumeru Teaser 03: Prelude to Wisdom","spotify:artist:4FBBc18VCsBicZvXUHWmHs","Fenvalur","spotify:album:4ZBRQu6Eugb2Nu77tbx7OO","Sumeru Teaser Soundtrack (02 & 03)","spotify:artist:4FBBc18VCsBicZvXUHWmHs","Fenvalur","2022-08-03","https://i.scdn.co/image/ab67616d0000b27304cee84e618d6e7534a01fe7","1","2","197260","https://p.scdn.co/mp3-preview/5f5de415a1a767e059ef8a20eba76145a7a0d21a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","QZMEQ2248400","spotify:user:75xsdomm11brssg1t7p7zcehw","2023-03-27T02:01:41Z"
"spotify:track:5JpKlHADb8lKvZXIFPKs2P","As the Soft Wind Blows","spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","HOYO-MiX","spotify:album:2P7SmTlPHLZxnvQZOMIGyr","Genshin Impact - Forest of Jnana and Vidya (Original Game Soundtrack)","spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","HOYO-MiX","2022-10-20","https://i.scdn.co/image/ab67616d0000b273e59900ac1e393fd453e12bae","1","28","74600","https://p.scdn.co/mp3-preview/ddaf4544e18e8b47d237bffdcc216dd6ad0ae938?cid=9950ac751e34487dbbe027c4fd7f8e99","false","28","FRX872292799","spotify:user:75xsdomm11brssg1t7p7zcehw","2023-03-27T01:53:34Z"
"spotify:track:3D7CzxgNf8bWUarEZaDy4u","Lantern Rite (Xiao's Theme)","spotify:artist:4iTvNT7U0O8e0ZACwunDWb","Paintamelody","spotify:album:3d84ShTHjhwhQZAxEplMU5","Genshin Impact Piano Cover Collection, Vol. 1 (Liyue)","spotify:artist:4iTvNT7U0O8e0ZACwunDWb","Paintamelody","2021-01-21","https://i.scdn.co/image/ab67616d0000b27394c76d65c55bc0c1c17bac66","1","1","111000","https://p.scdn.co/mp3-preview/c0f1bf09f34b0e8c782fa3e98bdf6fc1f787291e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","35","QZFZ32115571","spotify:user:75xsdomm11brssg1t7p7zcehw","2023-03-27T01:40:14Z"
"spotify:track:0XAivVlq04RdaO5FpIUcm3","Mondstadt Nighttime (Piano Cover)","spotify:artist:2dbjQX4XbIMrb5kayolqSZ","Chewie Melodies","spotify:album:3MM2EjuyNHOoB8gO5UhUwU","Genshin Impact Piano Cover Collection, Pt. 2","spotify:artist:2dbjQX4XbIMrb5kayolqSZ","Chewie Melodies","2020-10-19","https://i.scdn.co/image/ab67616d0000b2739bbf5881fa63fedf44ac6790","1","10","65762","https://p.scdn.co/mp3-preview/72c04a2d05d074d33ffc852a52ccabec469f39c6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBSMU8909566","spotify:user:75xsdomm11brssg1t7p7zcehw","2023-03-27T01:31:24Z"
"spotify:track:4Pybod1toaD5z0s4XxS4Ff","Gallant Challenge","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","spotify:album:22jmHd52fUk6hDe8S3Et0T","Genshin Impact - Jade Moon Upon a Sea of Clouds (Original Game Soundtrack)","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","2020-11-06","https://i.scdn.co/image/ab67616d0000b273ae37e6f73804085bf53b23c7","3","3","222676","https://p.scdn.co/mp3-preview/422ba3484217e2f2d744a9da93f77e7fcebdd559?cid=9950ac751e34487dbbe027c4fd7f8e99","false","36","FR26V2017032","spotify:user:75xsdomm11brssg1t7p7zcehw","2023-03-27T01:09:42Z"
"spotify:track:6eMYAFalI3mXOHF24rGUYg","Island of Hanabi","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","spotify:album:2S4UIiVgsFwV2e1vElIMjq","Genshin Impact - Realm of Tranquil Eternity (Original Game Soundtrack)","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","2021-09-22","https://i.scdn.co/image/ab67616d0000b27359fff708b5e52974a8017d1d","1","25","69080","https://p.scdn.co/mp3-preview/9eef61cc20d2356358cc7929e1e0f6db16bfd5f3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","31","FRX452199087","spotify:user:75xsdomm11brssg1t7p7zcehw","2023-03-23T09:57:10Z"
"spotify:track:1ao0jOg9z7LCcQhf5eLfoz","Chrysalis Suspirii","spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","HOYO-MiX","spotify:album:2rdPLD1XUQ6iN1KeQ0wrzu","Genshin Impact - Islands of the Lost and Forgotten (Original Game Soundtrack)","spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","HOYO-MiX","2022-04-13","https://i.scdn.co/image/ab67616d0000b273a4b070883f931f6ef09d8ea6","3","1","207423","https://p.scdn.co/mp3-preview/c6faf5212461dfca32b3dcb48b77a834c6d0b050?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","FR59R2270597","spotify:user:75xsdomm11brssg1t7p7zcehw","2023-03-23T09:54:27Z"
"spotify:track:3wE4cPh3JgrFURHnUCa2r2","Reminiscence - Genshin Impact Main Theme Var.","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","spotify:album:4B5efqHkeq0UaDGx8nYOuf","Genshin Impact - City of Winds and Idylls (Original Game Soundtrack)","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","2020-09-28","https://i.scdn.co/image/ab67616d0000b273fd948e98a2fba6e8b22cb873","2","14","95000","https://p.scdn.co/mp3-preview/bb3b07bbd9d1d5c3c5272de1057c84d4980cdac3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","39","FRS182046474","spotify:user:75xsdomm11brssg1t7p7zcehw","2023-03-19T12:31:34Z"
"spotify:track:6aFGqW5R5M3wyMeZ2CotfM","Windborne Hymn","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","spotify:album:4B5efqHkeq0UaDGx8nYOuf","Genshin Impact - City of Winds and Idylls (Original Game Soundtrack)","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","2020-09-28","https://i.scdn.co/image/ab67616d0000b273fd948e98a2fba6e8b22cb873","1","9","108007","https://p.scdn.co/mp3-preview/240dee1d000383e3db64fac5b003fb3405bf00d6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","31","FRS182046444","spotify:user:75xsdomm11brssg1t7p7zcehw","2023-03-19T12:30:28Z"
"spotify:track:32CF5g2C8VasOyJwn66a9D","Mondstadt Starlit","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","spotify:album:4B5efqHkeq0UaDGx8nYOuf","Genshin Impact - City of Winds and Idylls (Original Game Soundtrack)","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","2020-09-28","https://i.scdn.co/image/ab67616d0000b273fd948e98a2fba6e8b22cb873","1","6","60710","https://p.scdn.co/mp3-preview/ecb5cb81e0108c4c02e77dfba9fdd882acaa800a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","FRS182046441","spotify:user:75xsdomm11brssg1t7p7zcehw","2023-03-19T12:29:36Z"
"spotify:track:2sfXDaqJSun4Y2yDKDmOom","Legend of the Wind","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","spotify:album:4B5efqHkeq0UaDGx8nYOuf","Genshin Impact - City of Winds and Idylls (Original Game Soundtrack)","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","2020-09-28","https://i.scdn.co/image/ab67616d0000b273fd948e98a2fba6e8b22cb873","1","2","86843","https://p.scdn.co/mp3-preview/8cbbc3cf62c9cc1349dc90c265e58096b1283054?cid=9950ac751e34487dbbe027c4fd7f8e99","false","41","FRS182046437","spotify:user:75xsdomm11brssg1t7p7zcehw","2023-03-19T12:29:09Z"
"spotify:track:0nN7UfpNf1qYkZdlAiSj6b","A Tale of Two Dragons","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","spotify:album:4jodtP1gXnHd8aU4hQiXHL","Genshin Impact - The Wind and the Star Traveler (Original Game Soundtrack)","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","2020-06-19","https://i.scdn.co/image/ab67616d0000b2730cb441fe223f29c1ae19df7d","1","11","124846","https://p.scdn.co/mp3-preview/05c1a7f0bfc35b723c0ecbb436c6d42d6be12fa0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","33","FRX202008986","spotify:user:75xsdomm11brssg1t7p7zcehw","2023-03-19T12:02:21Z"
"spotify:track:602vSjoSXpRqpIFdaGEoW1","Dream Aria - Genshin Impact Main Theme Var.","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","spotify:album:4jodtP1gXnHd8aU4hQiXHL","Genshin Impact - The Wind and the Star Traveler (Original Game Soundtrack)","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","2020-06-19","https://i.scdn.co/image/ab67616d0000b2730cb441fe223f29c1ae19df7d","1","8","98746","https://p.scdn.co/mp3-preview/cf8b0c3733a8c46234c88cd3b231e83f2de6972b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","FRX202008983","spotify:user:75xsdomm11brssg1t7p7zcehw","2023-03-19T12:02:00Z"
"spotify:track:7KDvbvYwDksNnO5AI5xGHr","A Day in Mondstadt","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","spotify:album:4jodtP1gXnHd8aU4hQiXHL","Genshin Impact - The Wind and the Star Traveler (Original Game Soundtrack)","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","2020-06-19","https://i.scdn.co/image/ab67616d0000b2730cb441fe223f29c1ae19df7d","1","7","59750","https://p.scdn.co/mp3-preview/77614182e626c4bce05fd067ee78b09e64e8bd60?cid=9950ac751e34487dbbe027c4fd7f8e99","false","39","FRX202008982","spotify:user:75xsdomm11brssg1t7p7zcehw","2023-03-19T12:01:26Z"
"spotify:track:3p19U1rci1sp5NfjReoN7W","Dawn Winery Theme","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","spotify:album:4jodtP1gXnHd8aU4hQiXHL","Genshin Impact - The Wind and the Star Traveler (Original Game Soundtrack)","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","2020-06-19","https://i.scdn.co/image/ab67616d0000b2730cb441fe223f29c1ae19df7d","1","2","68321","https://p.scdn.co/mp3-preview/403ad046be216f572a21647806f7c11795e4ce5c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","FRX202008977","spotify:user:75xsdomm11brssg1t7p7zcehw","2023-03-19T12:00:21Z"
"spotify:track:7pI8KNXcE4jNeNjl0IJlfQ","A Sweet Smile","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","spotify:album:4jodtP1gXnHd8aU4hQiXHL","Genshin Impact - The Wind and the Star Traveler (Original Game Soundtrack)","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","2020-06-19","https://i.scdn.co/image/ab67616d0000b2730cb441fe223f29c1ae19df7d","1","3","58878","https://p.scdn.co/mp3-preview/5ad9390f0266613dd4f255f5e81427a8311fcf73?cid=9950ac751e34487dbbe027c4fd7f8e99","false","43","FRX202008978","spotify:user:75xsdomm11brssg1t7p7zcehw","2023-03-19T07:00:29Z"
"spotify:track:3p19U1rci1sp5NfjReoN7W","Dawn Winery Theme","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","spotify:album:4jodtP1gXnHd8aU4hQiXHL","Genshin Impact - The Wind and the Star Traveler (Original Game Soundtrack)","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","2020-06-19","https://i.scdn.co/image/ab67616d0000b2730cb441fe223f29c1ae19df7d","1","2","68321","https://p.scdn.co/mp3-preview/403ad046be216f572a21647806f7c11795e4ce5c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","FRX202008977","spotify:user:75xsdomm11brssg1t7p7zcehw","2023-03-19T06:59:59Z"
"spotify:track:6MZoXnbjDE2VgUWeMJgrrn","Genshin Impact Main Theme","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","spotify:album:4jodtP1gXnHd8aU4hQiXHL","Genshin Impact - The Wind and the Star Traveler (Original Game Soundtrack)","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","2020-06-19","https://i.scdn.co/image/ab67616d0000b2730cb441fe223f29c1ae19df7d","1","1","106500","https://p.scdn.co/mp3-preview/6f5435c6f8ce25629c92f9abc82ae8e2c0ceaa56?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","FRX202008976","spotify:user:75xsdomm11brssg1t7p7zcehw","2023-03-19T06:58:34Z"
"spotify:track:3Xbcn0kbIWMPfKNigBJf61","Cozy Leisure Time (Wangshu Daytime)","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","spotify:album:22jmHd52fUk6hDe8S3Et0T","Genshin Impact - Jade Moon Upon a Sea of Clouds (Original Game Soundtrack)","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","2020-11-06","https://i.scdn.co/image/ab67616d0000b273ae37e6f73804085bf53b23c7","1","11","89714","https://p.scdn.co/mp3-preview/6ab01206a1e0c5b8ba44b32a512b06f770f2af9a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","FR26V2016973","spotify:user:75xsdomm11brssg1t7p7zcehw","2023-03-16T14:51:08Z"
"spotify:track:1GC1sVLUrusMTygF5aA4od","Call It a Day in Liyue","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","spotify:album:22jmHd52fUk6hDe8S3Et0T","Genshin Impact - Jade Moon Upon a Sea of Clouds (Original Game Soundtrack)","spotify:artist:6CY7WNJfd5uZclcS3WeEjx, spotify:artist:2YvlK6lKiKVjXxsjvNbnqg","Yu-Peng Chen, HOYO-MiX","2020-11-06","https://i.scdn.co/image/ab67616d0000b273ae37e6f73804085bf53b23c7","1","7","95428","https://p.scdn.co/mp3-preview/26ee0a8d5f131d1545b4df0e5dfec2a60acbaf6d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","39","FR26V2016969","spotify:user:75xsdomm11brssg1t7p7zcehw","2023-03-16T14:50:37Z"
